Frame,x1,y1,x2,y2,Confidence
917,1319,27,1919,1059,0.6331385374069214
917,11,149,739,1031,0.35037773847579956
918,0,106,618,1027,0.9768780469894409
918,1375,27,1919,1055,0.8241625428199768
918,678,221,1190,1056,0.6059233546257019
918,679,454,1209,1072,0.366030752658844
919,0,98,567,1029,0.9713999629020691
919,1314,29,1919,1069,0.8439839482307434
919,645,209,1175,1065,0.5113622546195984
920,2,102,516,1035,0.9807041883468628
920,1306,34,1918,1066,0.8210129737854004
921,0,62,428,1026,0.9234868288040161
921,1452,34,1920,1052,0.8745890855789185
921,494,138,696,1070,0.6020215749740601
921,768,212,1320,1077,0.4018021821975708
922,0,66,309,1035,0.87974613904953
922,1409,38,1919,1061,0.7530426979064941
922,381,135,693,1080,0.5472225546836853
922,1558,32,1918,1068,0.26364466547966003
923,80,63,672,1080,0.9351217746734619
923,1634,36,1919,1049,0.6313827037811279
924,5,73,664,1080,0.8382843732833862
924,1608,35,1920,1040,0.7627018690109253
924,1400,32,1920,1026,0.7309013605117798
925,4,59,644,1080,0.8863743543624878
925,1635,22,1920,1023,0.677176296710968
925,706,457,1127,1080,0.3664461374282837
926,4,47,621,1080,0.863442599773407
926,1555,39,1920,1062,0.8608378171920776
926,692,455,1179,1080,0.4740316867828369
927,3,84,599,1080,0.8646736145019531
927,674,458,1229,1080,0.8179210424423218
927,1684,42,1920,1055,0.6817389726638794
927,1292,42,1623,1080,0.5913023948669434
928,4,81,587,1080,0.794785737991333
928,1395,33,1855,1080,0.5482009053230286
928,655,460,1269,1080,0.5473489761352539
929,3,51,545,1080,0.9643353819847107
929,623,461,1324,1080,0.8519539833068848
929,1377,41,1920,1080,0.8358231782913208
929,1613,53,1920,1080,0.7694856524467468
930,0,55,506,1080,0.9065729379653931
930,1704,67,1920,1080,0.7264854907989502
930,1512,55,1920,1080,0.6309896111488342
930,584,458,1358,1080,0.3386130630970001
931,0,29,431,1080,0.8666936159133911
932,1776,39,1920,1056,0.4718601405620575
933,1280,45,1729,1044,0.4334225058555603
933,1733,49,1920,1058,0.3007948100566864
934,1262,42,1748,1046,0.6270220875740051
934,703,147,1200,1080,0.569440484046936
935,1450,49,1920,1037,0.9332135319709778
935,0,181,632,1055,0.5491947531700134
935,709,153,1373,1064,0.45040425658226013
936,1678,56,1920,1022,0.6797505021095276
937,1,138,640,1050,0.7213955521583557
937,1297,38,1914,1036,0.30976247787475586
938,3,147,675,1053,0.8830955624580383
938,1303,35,1915,1024,0.39184191823005676
939,2,152,736,1038,0.9694729447364807
939,839,143,1877,1029,0.6714480519294739
940,1276,29,1914,1030,0.4713803231716156
940,0,152,608,1050,0.35881492495536804
941,0,159,633,1070,0.9602421522140503
941,704,152,907,1073,0.3670268654823303
941,988,145,1908,1032,0.29567623138427734
942,1092,24,1915,1040,0.967982292175293
942,2,191,982,1075,0.9194043874740601
943,1185,29,1914,1038,0.9828673601150513
943,125,166,876,1060,0.6314815878868103
943,12,164,647,1078,0.3425353765487671
943,667,262,1088,1080,0.33723562955856323
944,1242,45,1914,1038,0.9897923469543457
944,19,175,1137,1047,0.8017427325248718
945,1278,78,1919,1032,0.9714621901512146
945,619,295,1184,1080,0.544010579586029
945,1,35,395,956,0.4542788565158844
946,1316,34,1920,1014,0.9716782569885254
946,11,140,729,1043,0.9613538980484009
946,804,280,1219,1080,0.9431862831115723
946,291,143,732,1048,0.3293674886226654
947,9,149,735,1038,0.9683268666267395
947,1331,62,1920,1033,0.9677131772041321
947,829,284,1238,1071,0.9477272629737854
948,15,152,737,1040,0.9642999172210693
948,1337,64,1918,1032,0.9575667977333069
948,831,280,1246,1066,0.9278631210327148
949,3,157,727,1041,0.9811993837356567
949,1327,99,1920,1031,0.9316012263298035
949,816,225,1276,1080,0.7506632804870605
950,1297,83,1920,1036,0.9619987607002258
950,772,278,1210,1066,0.6642714142799377
950,0,29,463,989,0.31574657559394836
950,0,115,687,1046,0.31031084060668945
951,1269,89,1917,1041,0.9767221212387085
951,338,251,1177,1080,0.5483043193817139
952,1237,30,1915,1080,0.9533095359802246
952,739,242,1147,1080,0.7385772466659546
953,0,163,634,1070,0.9318153262138367
953,1195,33,1914,1080,0.784628689289093
953,697,231,1118,1068,0.41381338238716125
954,1127,31,1914,1026,0.9584795236587524
954,88,213,1025,1039,0.8243240118026733
955,1076,37,1913,1028,0.9669973254203796
955,2,176,638,1070,0.8314497470855713
955,700,256,981,1060,0.44194912910461426
956,1071,39,1914,1032,0.9722092151641846
956,322,174,969,1042,0.7855359315872192
956,13,184,962,1070,0.6720030307769775
957,1092,100,1911,1037,0.965218186378479
957,446,161,1003,1051,0.9542601704597473
958,1188,33,1912,1080,0.969897449016571
958,486,169,1100,1047,0.7574023604393005
959,1316,43,1918,1051,0.9651349186897278
960,851,165,1430,1042,0.9675163626670837
960,1521,72,1920,1068,0.9460446238517761
960,0,50,506,1044,0.5671967267990112
961,1471,75,1920,1046,0.9586544632911682
961,2,134,677,1037,0.730317234992981
961,908,140,1406,1053,0.36997416615486145
962,1196,238,1907,1038,0.8566880226135254
962,12,142,754,1035,0.5318291783332825
962,1640,63,1917,1034,0.4034174382686615
963,1266,60,1919,1038,0.9562562704086304
963,9,150,795,1034,0.6996976733207703
964,1289,61,1821,1035,0.7918739914894104
964,8,141,786,1033,0.547983705997467
965,1357,78,1919,1045,0.904499888420105
965,8,134,767,1033,0.6274258494377136
966,1403,67,1920,1048,0.8014801740646362
966,7,139,768,1031,0.6901767253875732
967,1448,98,1920,1079,0.845736026763916
967,9,135,757,1033,0.6458356380462646
968,1519,52,1920,1069,0.9289759397506714
968,10,139,751,1030,0.5706169009208679
969,1579,27,1919,1045,0.7459042072296143
969,9,143,753,1037,0.5811062455177307
970,1699,26,1919,1022,0.6095057725906372
970,10,133,760,1036,0.5216903686523438
970,1363,17,1657,1012,0.29935696721076965
971,8,143,776,1035,0.6410691738128662
971,1378,22,1750,1022,0.48741379380226135
971,1192,22,1748,1021,0.280840128660202
972,1267,25,1920,1032,0.7522927522659302
972,1,143,690,1033,0.741628885269165
972,1470,30,1920,1040,0.5544030666351318
973,2,108,640,1032,0.6983243227005005
973,1204,28,1919,1023,0.6880077719688416
973,1554,32,1919,1019,0.6031806468963623
974,1,105,593,1037,0.9297049641609192
974,1502,28,1919,1032,0.8547606468200684
974,1625,33,1918,1033,0.36801043152809143
975,0,113,502,1040,0.9343711137771606
975,1635,29,1920,1048,0.9040538668632507
976,3,52,404,1038,0.9337730407714844
976,1692,12,1920,1035,0.8905842304229736
976,478,200,1081,1040,0.35167697072029114
977,1592,13,1764,955,0.8075615763664246
977,1807,3,1920,962,0.5095930099487305
977,1155,55,1531,1044,0.31861385703086853
977,280,70,673,1050,0.27033036947250366
977,1578,12,1920,937,0.2672429382801056
977,2,48,303,1043,0.26181596517562866
978,1710,37,1919,1049,0.8456404805183411
978,232,79,649,1056,0.7047122120857239
978,1109,51,1640,1035,0.6369131207466125
978,0,57,156,1045,0.48433637619018555
979,1215,51,1915,1041,0.8408294320106506
979,2,37,549,1053,0.7103152275085449
979,0,33,394,1007,0.26413244009017944
980,1,37,577,1044,0.9341939687728882
980,1216,47,1914,1044,0.7822584509849548
981,1279,60,1919,1036,0.8035725355148315
981,0,30,490,1043,0.764245331287384
982,1276,60,1918,1037,0.5803459882736206
982,5,58,505,1050,0.5610155463218689
983,9,55,462,1050,0.817481279373169
983,1224,53,1915,1033,0.7442980408668518
984,1215,47,1915,1029,0.7621580362319946
984,0,50,399,1035,0.5406099557876587
984,494,147,712,1023,0.45730119943618774
985,1161,48,1915,1026,0.8418939709663391
985,0,45,346,1045,0.3515062928199768
986,1215,42,1914,1024,0.869084358215332
986,430,41,701,1037,0.6780697107315063
986,0,37,292,1033,0.5478718280792236
987,1293,37,1917,1029,0.9200373291969299
987,383,132,711,1030,0.9015241265296936
987,0,35,221,1025,0.6016858816146851
987,778,141,1214,1037,0.3030601441860199
988,339,134,716,1030,0.9547141194343567
988,1443,30,1920,1035,0.7823489308357239
988,0,44,137,1023,0.35533252358436584
989,231,98,711,1028,0.9156209826469421
989,1636,39,1919,1043,0.7789980173110962
989,1135,34,1437,1028,0.47199761867523193
990,132,32,706,1033,0.9456485509872437
990,1612,48,1920,1042,0.5957940220832825
990,1148,24,1544,1022,0.4963148236274719
991,0,32,691,1065,0.8182474374771118
991,1163,27,1808,1028,0.5335173010826111
992,0,38,684,1038,0.5032584071159363
992,1560,18,1919,1080,0.3993491232395172
992,1250,19,1919,1080,0.34001725912094116
993,0,40,680,1023,0.6658487915992737
993,1222,21,1915,1054,0.4790719449520111
993,1536,19,1919,1080,0.3474850356578827
994,1,39,671,1023,0.9151322245597839
994,1586,16,1919,1080,0.5581718683242798
994,1350,21,1920,1080,0.2823605239391327
995,2,39,664,1023,0.8039290308952332
995,1578,17,1919,1080,0.5280876755714417
995,1244,22,1919,1038,0.35098797082901
995,733,48,1161,1021,0.3300686180591583
996,1,34,655,1020,0.9100053906440735
996,1574,21,1920,1045,0.49946948885917664
996,1254,24,1914,1024,0.36176037788391113
997,2,38,617,1037,0.8680309653282166
997,1584,15,1919,1063,0.47133514285087585
997,1326,19,1919,1051,0.3394942581653595
998,1,61,587,1045,0.6259598135948181
998,1320,21,1920,1080,0.436488538980484
998,1579,16,1919,1080,0.42177140712738037
999,1,41,566,1027,0.7881473898887634
999,1334,24,1917,1048,0.7454351186752319
1000,0,35,509,1037,0.8068506717681885
1000,766,64,1138,1024,0.6392654776573181
1000,1431,21,1920,1050,0.6278932690620422
1000,1578,17,1920,1064,0.5543009638786316
1001,0,34,455,1044,0.8221019506454468
1001,1429,23,1920,1071,0.7452852725982666
1001,725,76,1147,1027,0.3394312858581543
1002,0,35,385,1044,0.8637162446975708
1002,1523,27,1920,1058,0.7632139325141907
1002,678,79,1173,1025,0.5353754758834839
1003,1608,25,1919,1066,0.8518602848052979
1003,0,33,287,1036,0.7754926085472107
1003,1303,25,1540,1052,0.4991145431995392
1003,350,54,597,1030,0.3339352309703827
1004,1686,22,1920,1051,0.8043264150619507
1004,1335,25,1633,1049,0.6868665218353271
1004,0,27,192,1038,0.5688679814338684
1004,258,63,591,1036,0.41820722818374634
1005,1414,17,1901,1047,0.7340171933174133
1005,748,280,1179,1045,0.4220040738582611
1005,36,43,472,1055,0.36805957555770874
1005,1789,8,1920,1058,0.35369470715522766
1005,748,472,1146,1049,0.2717573046684265
1006,1468,17,1920,1053,0.8330719470977783
1006,0,36,396,1041,0.5449655055999756
1006,710,445,1164,1046,0.45326337218284607
1006,0,112,640,1047,0.30911657214164734
1007,1554,22,1919,1033,0.7817521095275879
1007,676,252,1187,1042,0.5510835647583008
1007,1,66,457,1052,0.5244992971420288
1008,1600,24,1919,1020,0.7771757245063782
1008,670,408,1220,1038,0.7582516670227051
1008,0,88,577,1047,0.4328003525733948
1009,1578,24,1919,1027,0.8324107527732849
1009,677,408,1208,1038,0.778671145439148
1009,0,98,583,1041,0.5914692878723145
1010,1543,27,1920,1019,0.7838771939277649
1010,690,388,1187,1037,0.7433716058731079
1010,0,68,466,1050,0.5290383696556091
1011,1438,17,1914,1033,0.8783310651779175
1011,730,376,1159,1044,0.7434618473052979
1011,0,46,414,1047,0.7276781797409058
1012,1397,23,1920,1039,0.6660632491111755
1012,754,280,1132,1046,0.4902711510658264
1012,30,44,493,1038,0.4481748044490814
1012,1770,15,1920,1051,0.4228299558162689
1012,667,124,1131,1038,0.4187016785144806
1013,1705,22,1919,1037,0.7735950350761414
1013,1347,21,1648,1035,0.6931752562522888
1013,233,77,574,1055,0.5905169248580933
1013,770,157,1162,1038,0.4824238717556
1013,0,37,170,1056,0.36953890323638916
1013,631,89,1178,1025,0.36772510409355164
1014,1622,19,1919,1056,0.8404232859611511
1014,0,28,285,1057,0.6263535618782043
1014,650,92,1249,1021,0.4801561236381531
1014,1308,19,1550,1034,0.3071483373641968
1015,1557,18,1919,1076,0.8774892091751099
1015,1,30,339,1038,0.830336332321167
1015,1258,22,1489,1031,0.5088900327682495
1015,712,96,1172,1036,0.3343595266342163
1016,1518,15,1920,1059,0.8481754660606384
1016,0,28,398,1042,0.8310714960098267
1016,709,110,1173,1022,0.7213431596755981
1017,0,37,418,1047,0.8616976737976074
1017,1476,25,1920,1080,0.7555813789367676
1017,696,81,1168,1024,0.6174531579017639
1018,0,30,442,1053,0.8435556888580322
1018,1452,21,1920,1069,0.7880831360816956
1018,730,73,1159,1021,0.6263248324394226
1019,0,36,455,1059,0.8731144070625305
1019,1443,19,1920,1069,0.8159844279289246
1019,779,78,1162,1039,0.29045984148979187
1020,0,35,464,1054,0.8284210562705994
1020,1443,22,1920,1072,0.7986456155776978
1020,776,70,1182,1038,0.3192054331302643
1021,1452,20,1920,1077,0.8381609320640564
1021,0,38,441,1048,0.8366729021072388
1021,728,58,1158,1021,0.4813157618045807
1022,0,30,419,1044,0.8765282034873962
1022,1494,16,1920,1080,0.8541499972343445
1022,699,53,1166,1016,0.6381139159202576
1022,504,52,1152,1017,0.3244180381298065
1023,1543,14,1919,1067,0.8747203946113586
1023,1,32,392,1035,0.8204395771026611
1023,676,55,1181,1010,0.5557917356491089
1024,4,30,312,1026,0.920400857925415
1024,1569,16,1919,1049,0.8995837569236755
1024,683,65,1161,1015,0.4183134138584137
1024,367,51,648,1017,0.366842120885849
1024,787,140,1143,1031,0.2672707736492157
1024,1270,26,1507,1015,0.2534012198448181
1025,1600,23,1919,1050,0.8781412243843079
1025,1288,28,1539,1016,0.42451682686805725
1025,669,56,1157,1017,0.41764765977859497
1025,0,43,558,1030,0.349590539932251
1026,1640,18,1919,1042,0.8950032591819763
1026,0,32,409,1024,0.786155104637146
1026,1304,22,1569,1020,0.7063457369804382
1026,681,360,1052,1030,0.6596471667289734
1027,1350,14,1673,1027,0.8597561120986938
1027,1734,15,1920,1028,0.7926583290100098
1027,629,340,1067,1025,0.591274082660675
1027,0,39,552,1043,0.5180081725120544
1028,1559,19,1920,1041,0.8072996139526367
1028,557,352,1092,1029,0.6440228819847107
1028,0,59,476,1028,0.4197615087032318
1029,1565,36,1920,1029,0.8649997115135193
1029,0,54,678,1003,0.2505456805229187
1030,1559,48,1920,1009,0.4272118806838989
1030,1351,46,1920,1027,0.3856408894062042
1030,17,109,1368,993,0.37482255697250366
1031,337,115,1918,1008,0.43140077590942383
1031,1327,51,1920,986,0.31853002309799194
1031,20,152,1518,1010,0.30473414063453674
1032,434,61,1920,991,0.46674540638923645
1032,1293,47,1920,1027,0.30972719192504883
1033,1277,47,1920,987,0.30465167760849
1033,212,108,1914,1004,0.2915457785129547
1034,272,54,1918,990,0.5886801481246948
1034,1337,50,1920,1014,0.3852229714393616
1035,1613,47,1920,1032,0.5224722623825073
1035,1351,47,1920,1030,0.4265357255935669
1035,21,54,1540,983,0.32244980335235596
1035,537,54,1893,992,0.2567053735256195
1036,1456,22,1920,1057,0.850226104259491
1036,1264,23,1920,1027,0.723984956741333
1036,17,51,1372,1011,0.44666817784309387
1037,1600,12,1919,1080,0.6105130910873413
1037,14,40,724,1018,0.40470489859580994
1037,803,29,1370,1008,0.3287663161754608
1038,1256,32,1636,1037,0.721900224685669
1038,1716,45,1918,1040,0.6683639883995056
1038,1075,33,1637,1023,0.6397976279258728
1039,1659,28,1919,1047,0.7964325547218323
1039,1140,29,1574,1026,0.7788717746734619
1040,1262,33,1682,1029,0.707229495048523
1040,1772,41,1920,1049,0.37373289465904236
1041,1332,31,1773,1040,0.5964590907096863
1042,1562,30,1919,1042,0.8079279661178589
1043,1635,12,1920,1048,0.6339787840843201
1043,3,25,561,1080,0.3712140619754791
1044,1605,15,1919,1080,0.6417473554611206
1044,187,33,731,1080,0.38379356265068054
1044,1423,21,1920,1080,0.26368406414985657
1045,0,41,190,1045,0.8789228200912476
1045,1598,24,1919,1080,0.5195927619934082
1046,1,28,340,1073,0.8212075233459473
1046,1556,11,1919,1080,0.3110276460647583
1047,520,29,773,1016,0.8000403046607971
1047,0,31,451,1077,0.6338335275650024
1047,1445,23,1920,1080,0.5844972729682922
1047,1602,26,1919,1080,0.322462797164917
1048,1304,27,1917,1080,0.8173931837081909
1048,0,25,219,1080,0.7903914451599121
1048,779,28,1153,1008,0.606808066368103
1048,269,27,750,1025,0.32941582798957825
1049,1552,26,1920,1080,0.9162650108337402
1049,3,34,396,1068,0.7429097294807434
1049,965,28,1213,1008,0.41085729002952576
1049,577,26,1033,1012,0.37359192967414856
1050,6,35,577,1080,0.900891125202179
1050,1076,26,1387,1022,0.7180852890014648
1050,1539,25,1857,1071,0.7033142447471619
1050,767,30,1248,1022,0.6851478815078735
1050,858,32,1387,1031,0.681734025478363
1050,1652,11,1920,1080,0.6503778100013733
1050,753,33,1076,1019,0.2529571056365967
1051,13,31,716,1080,0.8438582420349121
1051,1627,35,1918,1079,0.7164746522903442
1051,882,27,1197,1016,0.5501682162284851
1051,1257,26,1563,1063,0.5319719910621643
1052,1343,30,1701,1080,0.8144766092300415
1052,14,26,792,1075,0.6531381011009216
1052,1773,46,1920,1080,0.4850856363773346
1052,945,33,1277,1035,0.37577906250953674
1053,1448,36,1920,1080,0.785790741443634
1053,1030,32,1399,1028,0.5341047048568726
1053,290,34,869,1052,0.5215600728988647
1053,20,37,873,1038,0.3536030948162079
1054,1648,33,1919,1080,0.8206279873847961
1054,1142,31,1574,1026,0.6736882328987122
1054,1,25,561,1052,0.5098099112510681
1055,1535,40,1920,1078,0.8700491786003113
1055,883,36,1334,1031,0.6499168276786804
1055,0,22,599,1068,0.39649027585983276
1056,0,34,283,1043,0.648701548576355
1056,357,21,791,1019,0.3914695382118225
1056,1327,24,1920,1080,0.31537365913391113
1057,0,16,244,1033,0.8675983548164368
1057,1571,19,1919,1080,0.5662107467651367
1057,1407,23,1920,1080,0.3757311999797821
1057,336,45,891,1019,0.3076711893081665
1058,0,22,606,1040,0.9475606083869934
1058,677,47,1156,1018,0.5818780064582825
1058,1239,25,1915,1047,0.46244949102401733
1059,2,22,678,1038,0.9534164667129517
1059,1293,23,1916,1046,0.7360360026359558
1059,757,47,1228,1015,0.3939897418022156
1060,2,23,678,1042,0.9522634744644165
1060,1300,23,1917,1054,0.8021031618118286
1060,755,47,1236,1014,0.49838754534721375
1061,2,22,678,1042,0.9526594877243042
1061,1300,23,1917,1052,0.8253397345542908
1061,755,47,1236,1014,0.4888823330402374
1062,2,22,678,1042,0.9526360034942627
1062,1300,23,1917,1052,0.8171843886375427
1062,755,47,1236,1014,0.4974055290222168
1063,2,22,678,1036,0.9553227424621582
1063,1300,23,1917,1049,0.8091536164283752
1063,755,48,1239,1017,0.49300575256347656
1064,2,22,678,1039,0.9591313600540161
1064,1301,24,1916,1048,0.812943696975708
1064,755,48,1238,1016,0.4977531433105469
1065,2,22,678,1039,0.9596289396286011
1065,1301,23,1916,1049,0.8044551610946655
1065,755,48,1238,1016,0.49203014373779297
1066,2,22,678,1039,0.9593997001647949
1066,1301,24,1916,1049,0.8030576705932617
1066,755,48,1238,1016,0.5044199228286743
1067,2,22,678,1039,0.9601740837097168
1067,1301,23,1916,1049,0.8048339486122131
1067,755,48,1238,1016,0.5013904571533203
1068,2,22,677,1035,0.9553344249725342
1068,1296,22,1916,1053,0.7320038676261902
1069,0,27,628,1040,0.9411970376968384
1069,1252,23,1914,1038,0.711054265499115
1069,701,49,1176,1033,0.3615902066230774
1070,0,23,455,1038,0.9411295652389526
1070,1598,17,1919,1080,0.4735906422138214
1070,1099,26,1621,1008,0.3997134864330292
1070,537,45,1036,1013,0.315962553024292
1071,1,37,570,1042,0.48228806257247925
1071,1578,16,1919,1080,0.3308979272842407
1072,1583,22,1919,1080,0.27724379301071167
1072,1286,23,1919,1080,0.2707976996898651
1073,1349,35,1919,1080,0.8699070811271667
1073,0,26,670,1042,0.614745557308197
1073,764,30,1212,1048,0.44020387530326843
1074,1384,24,1779,1080,0.7196121215820312
1074,979,31,1346,1035,0.4226859211921692
1074,71,29,862,1069,0.30118462443351746
1075,14,38,659,1080,0.9355674386024475
1075,1746,23,1920,1080,0.7652723789215088
1075,1171,26,1463,1026,0.38664165139198303
1075,972,31,1463,1030,0.32479867339134216
1075,792,30,1157,1011,0.2861681878566742
1076,3,32,521,1079,0.934600293636322
1076,1706,30,1918,1080,0.8291215300559998
1076,757,27,1307,1018,0.7993277907371521
1076,1054,27,1305,1016,0.5127242803573608
1076,685,26,1163,1017,0.5032114386558533
1076,1364,27,1667,1064,0.3049652874469757
1077,1476,27,1920,1080,0.912587583065033
1077,4,36,334,1060,0.850308358669281
1077,938,30,1153,1013,0.6823030710220337
1077,525,29,916,1013,0.627423882484436
1078,4,34,319,1060,0.8862985968589783
1078,1463,27,1920,1076,0.8810824751853943
1078,513,29,970,1013,0.7184497117996216
1078,931,32,1146,1012,0.6681917309761047
1079,1464,26,1920,1077,0.8925437331199646
1079,4,36,317,1061,0.860995888710022
1079,512,30,1032,1013,0.6962709426879883
1079,929,32,1146,1013,0.681368887424469
1079,520,31,878,1017,0.33531370759010315
1080,1463,27,1920,1077,0.8884380459785461
1080,4,36,318,1062,0.8593077659606934
1080,512,29,1038,1014,0.697808027267456
1080,929,32,1146,1013,0.6806334257125854
1080,520,31,878,1017,0.3286456763744354
1081,1466,25,1920,1080,0.968658983707428
1081,4,33,301,1053,0.7387565970420837
1081,921,32,1143,1010,0.6181651949882507
1081,499,30,1026,1010,0.49012184143066406
1081,502,26,870,1003,0.3747839033603668
1082,1443,26,1920,1068,0.9225537776947021
1082,898,31,1122,1007,0.7208073735237122
1082,0,30,276,1060,0.4718702435493469
1082,895,34,1261,1008,0.3738904893398285
1082,471,29,854,1012,0.2672191858291626
1083,1332,25,1918,1066,0.9025583863258362
1083,0,33,248,1057,0.7892359495162964
1083,899,31,1229,1009,0.6550686359405518
1083,469,28,849,1014,0.42556336522102356
1083,1,37,389,1056,0.3746436834335327
1084,1469,25,1920,1079,0.9121613502502441
1084,4,37,368,1060,0.8237749338150024
1084,934,31,1142,1014,0.6505734920501709
1084,523,29,941,1014,0.5271337032318115
1085,3,34,383,1057,0.8751171827316284
1085,1518,28,1920,1079,0.8686963319778442
1085,560,27,922,1017,0.6733264327049255
1085,952,26,1177,1015,0.44394880533218384
1085,627,33,1175,1023,0.2705031633377075
1086,1530,28,1920,1079,0.9106771945953369
1086,3,36,375,1063,0.849918782711029
1086,564,28,988,1018,0.6051532030105591
1086,677,27,1181,1018,0.43356719613075256
1087,1534,28,1920,1080,0.9234642386436462
1087,2,31,375,1058,0.8984983563423157
1087,562,25,963,1016,0.6363385319709778
1087,692,26,1181,1016,0.4160180389881134
1087,944,24,1185,1014,0.325471967458725
1088,2,31,451,1057,0.9114668965339661
1088,1526,25,1920,1080,0.9103384017944336
1088,561,27,928,1015,0.702582836151123
1088,848,27,1179,1016,0.5742848515510559
1088,951,25,1181,1015,0.4985326826572418
1088,614,33,1178,1024,0.3984336256980896
1089,1539,23,1920,1079,0.8851555585861206
1089,3,30,377,1061,0.8516479730606079
1089,566,25,996,1017,0.6349702477455139
1089,655,26,1185,1016,0.4830675423145294
1089,947,24,1188,1014,0.258642315864563
1090,1561,27,1920,1080,0.9291696548461914
1090,1,37,434,1060,0.8494780659675598
1090,582,27,942,1012,0.5692571401596069
1090,979,29,1216,1008,0.5022305250167847
1091,1589,25,1919,1080,0.8529748916625977
1091,0,36,438,1058,0.8475629091262817
1091,1003,29,1224,1008,0.3822183907032013
1091,600,28,966,1010,0.30270832777023315
1091,596,29,1221,1008,0.261055052280426
1091,1299,28,1539,1022,0.2543027400970459
1092,2,34,533,1054,0.9257736206054688
1092,1593,28,1920,1080,0.8771488666534424
1092,1010,30,1224,1011,0.5629234313964844
1092,606,29,968,1012,0.46400657296180725
1092,603,29,1135,1011,0.3950813114643097
1093,3,35,538,1056,0.9251000881195068
1093,1593,28,1920,1080,0.8832892775535583
1093,1009,30,1224,1012,0.5151758790016174
1093,607,29,968,1013,0.4132111966609955
1093,604,30,1175,1011,0.3513120412826538
1094,1,36,476,1055,0.8381668925285339
1094,1605,30,1920,1080,0.7614734768867493
1094,1010,30,1282,1014,0.6151747703552246
1094,602,29,958,1013,0.2592870593070984
1095,0,38,419,1065,0.8325911164283752
1095,1639,29,1919,1080,0.7822313904762268
1095,1016,29,1248,1023,0.6301878690719604
1095,581,30,956,1021,0.37838104367256165
1096,3,32,384,1071,0.8617737293243408
1096,1685,16,1920,1080,0.8255029320716858
1096,1019,24,1283,1028,0.7220593690872192
1096,559,30,962,1024,0.5269604325294495
1096,1325,26,1493,1059,0.29823070764541626
1097,5,25,315,1073,0.8568083643913269
1097,1024,27,1301,1031,0.8082196712493896
1097,515,33,962,1035,0.7385370135307312
1097,1760,13,1920,1080,0.7232523560523987
1098,0,21,209,1075,0.8459329605102539
1098,1031,32,1370,1037,0.7555124163627625
1098,1647,28,1917,1066,0.6658098101615906
1098,456,31,963,1036,0.5840094685554504
1099,1522,43,1874,1071,0.8924888372421265
1099,1037,21,1458,1033,0.8378824591636658
1099,252,24,961,1024,0.8116644620895386
1099,1790,48,1920,1080,0.44336244463920593
1099,0,44,187,1051,0.28156137466430664
1100,1634,64,1919,1057,0.9031468629837036
1100,1049,35,1559,1048,0.7731413245201111
1100,168,38,957,1031,0.4103454351425171
1100,0,50,172,1058,0.3160644471645355
1101,0,43,1835,1027,0.31997421383857727
1102,46,51,1898,995,0.5202851891517639
1102,591,46,1920,1016,0.3425810933113098
1103,16,56,1898,1002,0.6345176696777344
1104,17,56,1897,999,0.6233282089233398
1105,12,56,1899,994,0.6141424775123596
1106,25,55,1900,998,0.657283365726471
1107,3,27,512,1057,0.9423123598098755
1107,635,58,1913,1031,0.8778520822525024
1108,1396,47,1920,1053,0.8982045650482178
1109,1,47,590,1040,0.7253460884094238
1109,0,53,219,1040,0.25123047828674316
1110,1,24,695,1059,0.9552160501480103
1110,1597,12,1919,1080,0.8255957961082458
1110,775,24,1136,1011,0.40408414602279663
1110,1428,17,1919,1070,0.38872775435447693
1111,352,26,903,1036,0.948215901851654
1111,1627,12,1920,1080,0.8211072087287903
1111,966,27,1377,1010,0.7963592410087585
1111,1377,16,1920,1066,0.38168865442276
1112,401,24,930,1023,0.9507763981819153
1112,1622,12,1920,1077,0.8772045373916626
1112,990,23,1382,1009,0.7012743353843689
1112,6,38,330,1051,0.5525079369544983
1112,1422,16,1920,1071,0.43073126673698425
1113,402,23,924,1046,0.978911280632019
1113,1635,9,1920,1080,0.838935136795044
1113,985,25,1371,1034,0.8290796279907227
1113,5,26,328,1076,0.6792738437652588
1113,1424,15,1920,1074,0.5384440422058105
1114,404,33,926,1034,0.9747854471206665
1114,1472,9,1920,1067,0.8536885380744934
1114,985,29,1366,1021,0.8508151769638062
1114,0,22,332,1059,0.8484416007995605
1114,1683,5,1920,1073,0.4831330478191376
1115,401,42,926,1053,0.9733542203903198
1115,1443,19,1920,1076,0.9399780035018921
1115,0,33,329,1080,0.9184208512306213
1115,980,32,1369,1033,0.8920826315879822
1116,398,38,911,1066,0.9558699131011963
1116,1442,45,1920,1074,0.9208687543869019
1116,979,32,1368,1027,0.9050715565681458
1116,0,42,330,1078,0.8296934962272644
1117,1449,42,1920,1080,0.9083629250526428
1117,977,42,1382,1037,0.9066579341888428
1117,112,44,899,1071,0.5187726020812988
1117,394,53,889,1075,0.3413332402706146
1117,2,64,332,1053,0.25894972681999207
1118,1455,39,1919,1076,0.9055601954460144
1118,980,39,1364,1050,0.6172648072242737
1118,22,49,924,1052,0.35901883244514465
1119,1447,39,1919,1078,0.9091874361038208
1119,984,38,1374,1039,0.632280170917511
1119,23,50,929,1047,0.2515636384487152
1120,1375,35,1918,1074,0.9483002424240112
1120,958,34,1330,1042,0.7738857269287109
1120,19,45,887,1075,0.6024670004844666
